#{"t_start": 1709111915.0203152, "env_id": "None"}
r,l,t
-0.507156,6,11.016784
-0.412629,2,11.019858
-0.370383,2,11.023845
-0.35,1,11.024846
-0.377971,2,11.028896
-0.49114,7,11.040848
-0.593081,3,11.046846
-0.632035,7,11.057851
-0.565914,7,11.07085
-0.372239,2,11.073853
-0.491496,2,11.076843
-0.401951,3,11.082842
-0.35,1,11.083848
-0.35,1,11.085852
-0.370526,2,11.088845
-0.35,1,11.089848
-0.571034,8,11.103843
-0.363652,3,11.108844
-0.549481,7,11.131873
-0.448626,3,11.136848
-0.423444,4,11.143852
-0.479798,2,11.14686
-0.413942,2,11.150853
-0.38829,2,11.153848
-0.453271,3,11.158849
-0.653576,10,11.173847
-0.35,1,11.175847
-0.401391,2,11.179796
-0.428086,3,11.184874
-0.35,1,11.185851
-0.526214,4,11.191852
-0.35,1,11.19385
-0.35,1,11.195861
-0.54447,7,11.206861
-0.35,1,11.207858
-0.404271,2,11.211787
-0.39579,3,11.215916
-0.539865,10,11.232852
-0.374571,3,11.237854
-0.474588,2,11.240859
-0.35,1,11.241848
-0.35,1,11.243853
-0.430057,2,11.247853
-0.417135,3,11.251848
-0.458905,9,11.266843
-0.35,1,11.26785
-0.502076,3,11.271847
-0.433303,2,11.274851
-0.380866,2,11.278796
-0.487049,3,11.283846
-0.35,1,11.284863
-0.388834,3,11.289855
-0.554229,6,11.299864
-0.569179,6,11.309844
-0.489682,4,11.316857
-0.410862,2,11.319855
-0.497949,5,11.327847
-0.561356,8,11.341847
-0.456196,5,11.350847
-0.35,1,11.351845
-0.39615,2,11.355856
-0.603742,7,11.368786
-0.457283,4,11.375885
-0.35,1,11.377858
-0.677909,4,11.384871
-0.637278,4,11.391853
-0.35,1,11.392857
-0.416716,2,11.396851
-0.400407,4,11.402848
-0.35,1,11.404848
-0.412605,2,11.407866
-0.35,1,11.40985
-0.512148,4,11.417794
-0.37677,3,11.423878
-0.373706,2,11.427858
-0.524434,5,11.440849
-0.553866,4,11.448859
-0.444842,7,11.46386
-0.35,1,11.465859
-0.593557,6,11.478822
-0.54224,4,11.486855
-0.359553,2,11.490851
-0.366912,2,11.495832
-0.362404,2,11.49985
-0.535222,5,11.509859
-0.35,1,11.512883
-0.397906,2,11.516856
-0.35,1,11.518848
-0.548399,3,11.524848
-0.503002,4,11.53279
-0.35,1,11.534846
-0.548885,5,11.545807
-0.371109,4,11.553852
