#{"t_start": 1709064728.0692904, "env_id": "None"}
r,l,t
82.457466,128,145.117054
58.853455,128,145.63305
80.282524,128,146.16805
60.433846,128,146.70505
83.78517,128,147.207049
92.899185,128,147.716055
56.125877,128,148.235049
63.312977,128,148.73305
73.97543,128,149.243048
31.360676,72,149.52005
8.295333,24,149.612049
36.448296,128,149.804049
44.0203,128,149.986049
57.77933,128,150.157049
64.46138,128,150.324052
74.64031,128,150.498065
71.676735,128,150.675049
79.667946,128,150.862049
3.3738937,9,150.874049
39.81383,128,151.066051
80.74422,128,151.244048
11.187287,31,151.38905
3.055954,9,151.42305
5.3909006,13,151.477049
1.6268098,10,151.523049
27.36679,57,151.75505
19.839844,41,151.936054
23.503126,41,152.096049
89.41075,128,152.605049
15.270611,23,152.694048
15.088207,31,152.811049
14.779163,35,152.960048
38.549244,54,153.174048
13.715684,21,153.256048
19.666784,49,153.452049
0.46249938,6,153.48305
9.107582,17,153.553048
18.405802,30,153.664067
2.578051,8,153.689049
5.926159,16,153.749052
41.33868,84,154.089048
69.318085,100,154.485063
69.02758,128,154.994049
79.92834,126,155.504049
13.942854,22,155.600054
14.813968,33,155.737053
50.48759,60,155.975053
6.1067276,11,156.022052
89.07719,128,156.561048
47.387047,128,156.73305
107.82279,128,156.903054
74.63181,128,157.075048
43.76856,128,157.249049
75.25448,128,157.424054
60.006134,128,157.593048
98.95055,128,157.755048
92.33872,128,157.940078
63.81653,128,158.105079
14.768883,24,158.216079
18.93364,47,158.414078
103.6882,128,158.933079
25.812954,44,159.11808
47.60877,60,159.385084
101.41585,128,159.945079
19.348948,38,160.105078
62.40807,128,160.64109
69.3358,98,161.031079
87.795204,128,161.554082
103.03704,128,162.101078
3.4566903,9,162.13508
7.925769,17,162.213081
70.96762,108,162.644079
29.91737,44,162.814093
5.61059,9,162.849078
11.060301,40,163.025085
75.292755,128,163.635084
62.085342,128,163.811081
90.030014,128,163.983081
72.15779,128,164.148083
46.78519,128,164.310078
86.83976,128,164.550081
85.07117,128,164.728078
58.788925,128,164.899084
85.31095,128,165.091079
113.76795,128,165.268078
99.66715,128,165.853077
69.44242,89,166.185077
29.85922,40,166.345077
2.8862972,9,166.383078
83.542435,128,166.866077
2.9791055,8,166.897089
29.419502,40,167.049078
97.078926,120,167.537079
-1.0,1,167.53908
104.57348,128,168.053077
86.55495,128,168.584078
9.177777,15,168.643077
19.99518,28,168.763088
10.775677,16,168.828079
6.235695,15,168.890077
31.166416,94,169.259077
76.403206,128,169.771077
103.2304,128,170.261077
-0.646627,2,170.266077
34.212902,128,170.570088
74.928795,128,170.746081
59.503777,128,170.928085
68.19923,128,171.08908
77.93077,128,171.253078
62.572144,128,171.417081
99.264244,128,171.583077
72.18219,128,171.750082
80.7787,128,171.914095
48.58187,128,172.085077
71.878365,99,172.474077
5.3925757,11,172.521077
6.7835426,13,172.575077
-0.6299486,2,172.580076
15.200827,31,172.712077
10.953984,18,172.783077
33.02803,42,172.974077
8.638947,21,173.048077
35.466316,57,173.283086
8.928542,13,173.337076
26.490814,44,173.600082
9.252806,16,173.660077
41.381573,68,173.920077
13.847346,29,174.030078
7.1317406,17,174.103078
18.075981,40,174.259078
4.1793056,10,174.304077
3.9798584,10,174.345076
8.896936,16,174.407079
10.4634285,23,174.49808
39.617836,53,174.7141
11.57717,26,174.809077
47.469975,73,175.135077
12.268421,26,175.236077
14.324876,26,175.338078
9.504168,17,175.413077
11.942714,23,175.510077
11.88443,18,175.589076
36.095505,47,175.788078
3.9277387,13,175.854077
8.566329,17,175.915077
108.7033,128,176.434078
81.266075,117,176.978078
67.75679,99,177.446077
54.94528,128,177.705075
77.69755,128,177.871076
48.517727,128,178.040076
90.79623,128,178.209076
69.68999,128,178.379077
90.791985,128,178.548089
88.51011,128,178.715078
88.85233,128,178.899077
59.535618,128,179.09508
88.65395,128,179.26108
-1.0,1,179.273076
8.518094,23,179.355076
86.703156,128,179.864131
23.729425,66,180.123105
14.04016,20,180.210104
70.95041,128,180.735104
89.01127,119,181.20911
13.712765,22,181.300109
34.05424,50,181.506107
0.28036487,3,181.516108
22.796501,32,181.653105
38.184242,50,181.866104
11.031502,35,181.995104
24.834726,32,182.125109
35.657467,42,182.279104
31.065926,53,182.504105
58.247807,67,182.794104
4.054778,10,182.832105
51.333233,66,183.103104
59.05894,128,183.669106
0.84502697,7,183.707117
57.2709,128,184.256104
73.20313,128,184.739112
90.872986,128,184.931106
100.45802,128,185.125108
91.59577,128,185.308105
84.492355,128,185.495104
84.30113,128,185.679106
56.942486,128,185.849108
51.41943,128,186.017111
107.899605,128,186.187109
92.13701,128,186.378103
68.02965,78,186.706107
40.74892,128,187.315104
27.717058,35,187.462104
115.47586,128,188.012116
91.71748,128,188.539103
112.73096,128,189.038105
9.623311,17,189.109108
87.32304,128,189.604107
107.58556,128,190.100107
35.916687,62,190.351106
115.328514,128,190.842103
102.83494,128,191.365104
75.41116,128,191.79513
61.46534,128,191.969136
102.06383,128,192.156142
70.11466,128,192.33013
55.473007,128,192.49813
