#{"t_start": 1709025750.377998, "env_id": "None"}
r,l,t
-4522.22995,10,42831.62847
-13661.1152,10,42831.646479
-32395.365769,10,42831.663476
-2345.86567,10,42831.684476
-4816.637229,10,42831.704484
-734.595682,10,42831.723471
-41772.994433,10,42831.741477
-1976.065132,10,42831.758476
-2100.398317,10,42831.776472
-80824.809536,10,42831.795477
-1914.121844,10,42831.812477
-2872.051034,10,42831.829477
-4771.908694,10,42831.846478
-2130.288858,10,42831.864511
-4073.371216,10,42831.883478
-1885.726122,10,42831.902477
-2783.914087,10,42831.920477
-552.010534,10,42831.938473
-2635.629177,10,42831.955473
-3194.123801,10,42831.973473
-2691.672237,10,42831.991473
-5066.998716,10,42832.008474
-2372.598183,10,42832.027474
-14935.01419,10,42832.045472
-5447.895483,10,42832.065474
-3699.416959,10,42832.083503
-3074.323262,10,42832.101473
-2476.493764,10,42832.120474
-61689.49055,10,42832.138473
-100000.0,10,42832.155473
-25370.972344,10,42832.172473
-2651.272445,10,42832.189473
-4077.480617,10,42832.206475
-1336.228577,10,42832.224475
-4682.479311,10,42832.278475
-248.974491,10,42832.297473
-5415.129712,10,42832.316475
-4658.333638,10,42832.334475
-2514.081372,10,42832.352473
-1717.85508,10,42832.370504
-15609.703637,10,42832.388473
-2038.393236,10,42832.409473
-3924.06924,10,42832.427473
-1739.065822,10,42832.446474
-24604.090714,10,42832.463473
-70486.290503,10,42832.485473
-3881.351588,10,42832.503487
-5758.67055,10,42832.521489
-2982.394599,10,42832.540492
-396.73261,10,42832.559491
-3984.749565,10,42832.580495
-3714.727797,10,42832.602569
-2189.843254,10,42832.622582
-2822.780974,10,42832.642579
-1164.503268,10,42832.661489
-3709.43099,10,42832.680482
-61397.432157,10,42832.701489
-1441.011513,10,42832.720489
-2857.688735,10,42832.741489
-449.236272,10,42832.761489
-2728.9818,10,42832.782483
-1972.770887,10,42832.80149
-1670.631163,10,42832.820489
-2165.06693,10,42832.841489
-42973.828544,10,42832.860489
-2009.762593,10,42832.880484
-53939.991267,10,42832.901486
-13028.164895,10,42832.921489
-90196.621181,10,42832.940489
-3393.504255,10,42832.959489
-44161.424694,10,42832.979489
-2190.603865,10,42832.999485
-81073.448127,10,42833.019482
-42177.497059,10,42833.039489
-646.247613,10,42833.061489
-3820.972754,10,42833.082489
-1816.650972,10,42833.101489
-4883.900266,10,42833.121489
-3533.43372,10,42833.141489
-1341.883399,10,42833.159489
-2844.11387,10,42833.176493
-2544.069647,10,42833.19449
-2125.833135,10,42833.212489
-1437.97949,10,42833.230486
-1670.170903,10,42833.249484
-5533.616037,10,42833.284493
-62347.253126,10,42833.306491
-3936.325153,10,42833.328489
-4473.165245,10,42833.35149
-4532.320299,10,42833.373489
-4831.338861,10,42833.395489
-2188.505508,10,42833.419484
-4748.621457,10,42833.44156
-1028.665375,10,42833.465492
-34047.432919,10,42833.487491
-1117.998802,10,42833.505493
-1817.272957,10,42833.522489
-4784.97663,10,42833.539489
-3861.16306,10,42833.556489
-61498.709672,10,42833.576489
-4045.221176,10,42833.594491
-728.164288,10,42833.61049
-606.89675,10,42833.629489
-4296.895339,10,42833.648485
-5056.235783,10,42833.668485
-3071.478481,10,42833.688485
-3911.711598,10,42833.705482
-3286.597569,10,42833.724483
-4354.05461,10,42833.742482
-2195.724567,10,42833.762484
-3145.305125,10,42833.781525
-6894.850371,10,42833.799486
-4192.726149,10,42833.816486
-4588.754357,10,42833.834485
-81221.33672,10,42833.851485
-81031.741657,10,42833.87049
-2359.793934,10,42833.890502
-6216.255722,10,42833.90749
-2984.424052,10,42833.924489
-20439.479839,10,42833.941491
-400.5114,10,42833.958484
-3718.63667,10,42833.974489
-80605.531631,10,42833.993489
-2623.195909,10,42834.012489
-2856.999643,10,42834.029489
-71509.20749,10,42834.045491
-3078.688422,10,42834.062489
-4564.433861,10,42834.081495
-71265.557078,10,42834.101491
-100000.0,10,42834.119489
-1336.801102,10,42834.135485
-4555.104201,10,42834.153489
-80890.009233,10,42834.169489
-1014.285954,10,42834.185483
-5332.436357,10,42834.203489
-6875.858021,10,42834.220489
-1124.49297,10,42834.252489
-80876.130829,10,42834.270489
-3965.522952,10,42834.28949
-71775.29847,10,42834.308489
-53776.925088,10,42834.325492
-1800.433015,10,42834.342489
-60521.873381,10,42834.359489
-4261.277592,10,42834.375492
-4175.339276,10,42834.391489
-3114.926072,10,42834.408489
-2968.690934,10,42834.427485
-3620.350296,10,42834.445564
-3171.304625,10,42834.46749
-1617.500936,10,42834.48549
-14468.68144,10,42834.504494
-2305.916245,10,42834.521489
-2598.934342,10,42834.538489
-1601.09977,10,42834.558489
-3433.235806,10,42834.57549
